name,date,followers,impressions,engagement_rate,num_videos,num_images,num_carousels
happy_influencer_891,2022-12-27,6039,66101,0.0865,5,5,1
happy_influencer_891,2023-02-26,6039,31873,0.012,2,5,1
happy_influencer_891,2023-03-29,6039,19601,0.055,9,10,4
happy_influencer_891,2023-04-04,6039,44527,0.0393,2,5,4
happy_influencer_891,2023-07-12,6039,9155,0.1397,9,3,4
happy_influencer_891,2023-07-20,6039,60234,0.0798,5,8,3
happy_influencer_891,2023-07-27,6039,19793,0.0768,1,1,4
happy_influencer_891,2023-11-04,6039,42316,0.0712,7,11,2
happy_photographer_277,2022-02-09,14821,25217,0.0211,8,19,1
happy_photographer_277,2022-05-09,14821,53142,0.1012,8,10,1
happy_photographer_277,2022-08-08,14821,1645,0.1094,3,5,1
happy_photographer_277,2022-09-16,14821,26150,0.078,6,15,0
happy_photographer_277,2022-10-10,14821,2283,0.1496,4,12,1
happy_photographer_277,2023-01-22,14821,3591,0.0265,4,3,2
happy_photographer_277,2023-05-01,14821,78275,0.1301,4,2,4
happy_photographer_277,2023-06-04,14821,1587,0.0569,8,1,2
happy_photographer_277,2023-09-05,14821,86751,0.0222,9,15,4
happy_photographer_277,2023-09-11,14821,85246,0.0969,1,10,0
happy_photographer_277,2023-09-18,14821,56426,0.0838,9,4,0
happy_photographer_277,2023-11-19,14821,46096,0.1136,0,2,3
social_artist_68,2022-01-12,39848,49320,0.1273,4,14,1
social_artist_68,2022-05-06,39848,92749,0.0713,5,13,3
social_artist_68,2022-06-10,39848,69785,0.058,1,6,2
social_artist_68,2022-07-25,39848,24196,0.0721,9,7,1
social_artist_68,2022-08-04,39848,61576,0.067,1,17,0
social_artist_68,2022-08-05,39848,26426,0.1316,1,17,4
social_artist_68,2022-08-30,39848,27984,0.0249,4,15,4
social_artist_68,2022-09-08,39848,40882,0.133,8,12,0
social_artist_68,2022-10-03,39848,95795,0.0258,9,7,0
social_artist_68,2023-05-05,39848,56409,0.0442,9,10,1
social_artist_68,2023-11-22,39848,79131,0.1087,5,19,4
social_artist_68,2023-11-24,39848,32890,0.1417,8,13,3
social_creator_444,2022-04-09,39520,77021,0.0283,5,12,3
social_creator_444,2022-04-14,39520,2207,0.0486,6,4,0
social_creator_444,2022-06-13,39520,20337,0.0288,1,10,2
social_creator_444,2022-06-14,39520,63154,0.1386,7,14,2
social_creator_444,2022-08-02,39520,67418,0.0748,9,11,0
social_creator_444,2022-09-30,39520,2140,0.0939,5,18,2
social_creator_444,2022-10-11,39520,42862,0.1438,1,18,3
social_creator_444,2023-06-01,39520,9016,0.0996,8,7,3
social_creator_444,2023-06-04,39520,31386,0.1352,2,17,0
social_creator_444,2023-09-05,39520,93446,0.1128,4,12,4
social_creator_444,2023-10-19,39520,41510,0.1337,0,7,2
social_creator_444,2023-10-26,39520,73805,0.0831,3,5,1
social_explorer_112,2022-01-21,15895,32551,0.0753,2,11,3
social_explorer_112,2022-03-13,15895,29693,0.011,0,11,1
social_explorer_112,2022-03-29,15895,38065,0.1353,1,11,1
social_explorer_112,2022-04-17,15895,6311,0.1489,7,11,1
social_explorer_112,2022-05-02,15895,44001,0.0526,8,13,1
social_explorer_112,2022-08-03,15895,81077,0.0647,7,14,2
social_explorer_112,2022-09-28,15895,68221,0.0179,4,3,2
social_explorer_112,2022-11-27,15895,20457,0.0695,1,7,3
social_explorer_112,2023-04-04,15895,41757,0.0144,5,9,3
social_explorer_112,2023-04-12,15895,24483,0.0271,4,1,3
social_explorer_112,2023-09-07,15895,81038,0.0119,4,18,4
social_explorer_112,2023-12-02,15895,26658,0.066,8,16,2
social_explorer_664,2022-03-25,14476,45014,0.02,1,2,2
social_explorer_664,2022-04-15,14476,31373,0.1261,5,1,4
social_explorer_664,2022-04-28,14476,80003,0.0911,1,2,2
social_explorer_664,2022-07-21,14476,29669,0.0845,7,1,0
social_explorer_664,2022-07-29,14476,37268,0.0486,1,3,2
social_explorer_664,2022-09-23,14476,11516,0.1069,0,5,3
social_explorer_664,2023-01-12,14476,86920,0.0836,8,3,3
social_explorer_664,2023-03-26,14476,39244,0.0272,0,12,1
social_explorer_664,2023-06-24,14476,72442,0.0136,0,14,3
social_explorer_664,2023-07-05,14476,40332,0.1346,1,4,3
social_explorer_664,2023-07-17,14476,63493,0.0725,4,5,1
social_explorer_664,2023-12-14,14476,65047,0.0117,8,7,2
social_photographer_359,2022-02-05,34154,95018,0.072,1,2,4
social_photographer_359,2022-02-08,34154,35084,0.0523,7,9,0
social_photographer_359,2022-03-25,34154,56754,0.1488,6,8,0
social_photographer_359,2022-04-18,34154,89204,0.0942,9,14,2
social_photographer_359,2022-06-08,34154,8227,0.104,7,18,3
social_photographer_359,2022-08-29,34154,50104,0.035,1,0,4
social_photographer_359,2022-10-25,34154,58784,0.0795,9,8,4
social_photographer_359,2022-11-08,34154,65174,0.0429,6,17,4
social_photographer_359,2022-12-17,34154,22675,0.0161,3,6,0
social_photographer_359,2023-03-21,34154,34755,0.0389,4,14,2
social_photographer_359,2023-08-06,34154,82571,0.031,8,17,2
social_photographer_359,2023-08-09,34154,38384,0.1005,5,8,1
social_photographer_574,2022-01-01,11016,44088,0.1429,6,9,2
social_photographer_574,2022-02-20,11016,88369,0.1176,3,9,0
social_photographer_574,2022-03-19,11016,62886,0.1117,1,14,2
social_photographer_574,2022-03-24,11016,25285,0.1209,0,11,4
social_photographer_574,2022-03-26,11016,7949,0.0951,2,6,3
social_photographer_574,2022-05-25,11016,40764,0.0995,0,15,4
social_photographer_574,2023-03-22,11016,42240,0.1356,5,15,3
social_photographer_574,2023-04-02,11016,98239,0.1375,8,5,0
social_photographer_574,2023-04-03,11016,95074,0.0531,6,1,2
social_photographer_574,2023-11-16,11016,74477,0.079,3,4,1
social_photographer_574,2023-12-15,11016,37187,0.0476,0,16,1
social_photographer_574,2023-12-18,11016,25214,0.0279,2,14,0
social_traveler_204,2022-01-05,33534,19030,0.1282,2,6,2
social_traveler_204,2022-02-20,33534,29699,0.0616,3,14,1
social_traveler_204,2022-03-02,33534,44221,0.0214,8,14,0
social_traveler_204,2022-04-03,33534,17907,0.0389,5,0,4
social_traveler_204,2023-02-07,33534,5621,0.0307,7,1,4
social_traveler_204,2023-02-09,33534,27069,0.0922,1,14,3
social_traveler_204,2023-04-11,33534,35674,0.0439,1,5,2
social_traveler_204,2023-06-18,33534,74794,0.1008,3,3,1
social_traveler_204,2023-08-27,33534,91825,0.089,8,4,3
social_traveler_204,2023-09-26,33534,60399,0.1148,0,3,0
social_traveler_204,2023-11-03,33534,82818,0.0155,1,16,1
social_traveler_204,2023-11-13,33534,48915,0.0427,0,6,1
tech_adventurer_990,2022-01-29,24127,12344,0.1022,7,18,4
tech_adventurer_990,2022-05-10,24127,2524,0.0582,1,8,1
tech_adventurer_990,2022-05-29,24127,56761,0.0785,5,15,0
tech_adventurer_990,2022-10-19,24127,92748,0.0228,1,11,2
tech_adventurer_990,2022-12-29,24127,35008,0.1087,7,16,0
tech_adventurer_990,2023-01-06,24127,37408,0.0724,0,16,1
tech_adventurer_990,2023-07-12,24127,60129,0.0144,5,4,0
tech_adventurer_990,2023-07-30,24127,32987,0.0172,3,18,2
tech_adventurer_990,2023-09-26,24127,54302,0.1029,7,2,1
tech_adventurer_990,2023-11-24,24127,76186,0.0481,1,4,3
tech_adventurer_990,2023-12-03,24127,92248,0.111,7,10,3
tech_adventurer_990,2023-12-06,24127,14350,0.0206,7,9,0
tech_explorer_385,2022-03-02,32513,65772,0.1129,8,14,0
tech_explorer_385,2022-05-20,32513,18674,0.1328,3,13,4
tech_explorer_385,2022-05-26,32513,81097,0.0334,7,10,4
tech_explorer_385,2022-07-06,32513,89801,0.1307,2,8,2
tech_explorer_385,2022-10-20,32513,57979,0.1273,3,3,2
tech_explorer_385,2022-11-20,32513,38573,0.1475,4,10,3
tech_explorer_385,2022-12-10,32513,76758,0.0149,5,12,4
tech_explorer_385,2023-02-03,32513,25578,0.1242,1,17,0
tech_explorer_385,2023-03-08,32513,56554,0.1257,1,8,0
tech_explorer_385,2023-08-08,32513,43874,0.0655,9,16,4
tech_explorer_385,2023-10-27,32513,35157,0.0423,5,18,4
tech_explorer_385,2023-12-06,32513,47600,0.1399,4,4,0
tech_traveler_529,2022-01-27,8882,52027,0.0702,6,16,3
tech_traveler_529,2022-06-02,8882,63768,0.1432,1,9,3
tech_traveler_529,2022-07-18,8882,84309,0.1465,7,17,1
tech_traveler_529,2022-12-15,8882,33981,0.1149,5,8,2
tech_traveler_529,2023-01-13,8882,7368,0.0223,1,0,1
tech_traveler_529,2023-01-22,8882,42688,0.1304,5,10,4
tech_traveler_529,2023-06-11,8882,51861,0.107,1,5,1
tech_traveler_529,2023-06-20,8882,75441,0.1186,5,19,0
tech_traveler_529,2023-07-12,8882,57985,0.0656,0,12,3
tech_traveler_529,2023-07-16,8882,30759,0.0737,1,7,2
tech_traveler_529,2023-11-17,8882,6109,0.0556,5,15,0
tech_traveler_529,2023-11-24,8882,53269,0.0299,8,16,3
wild_artist_754,2022-01-17,28480,77295,0.0471,9,4,4
wild_artist_754,2022-01-21,28480,8099,0.0731,0,14,0
wild_artist_754,2022-04-15,28480,10866,0.1459,7,13,3
wild_artist_754,2022-04-30,28480,24888,0.0514,5,14,3
wild_artist_754,2022-07-11,28480,65027,0.0597,2,6,2
wild_artist_754,2023-01-28,28480,97718,0.0388,7,8,1
wild_artist_754,2023-02-01,28480,95294,0.1103,7,12,0
wild_artist_754,2023-02-26,28480,21281,0.0454,0,9,1
wild_artist_754,2023-03-12,28480,50723,0.0207,8,0,1
wild_artist_754,2023-07-08,28480,29602,0.073,7,10,1
wild_artist_754,2023-07-08,28480,64936,0.0721,2,4,3
wild_artist_754,2023-09-17,28480,84588,0.0812,2,2,0
wild_creator_174,2022-01-07,21489,88955,0.057,1,0,4
wild_creator_174,2022-03-23,21489,60052,0.1273,8,6,1
wild_creator_174,2022-03-26,21489,36954,0.0817,6,16,1
wild_creator_174,2022-05-27,21489,61774,0.0405,8,7,1
wild_creator_174,2022-05-31,21489,49285,0.0782,9,11,0
wild_creator_174,2022-10-12,21489,79411,0.0389,0,4,0
wild_creator_174,2022-11-26,21489,15596,0.0583,1,2,3
wild_creator_174,2023-01-16,21489,57133,0.138,1,4,2
wild_creator_174,2023-07-02,21489,58384,0.0484,4,9,3
wild_creator_174,2023-09-16,21489,56961,0.0836,5,10,3
wild_creator_174,2023-11-04,21489,8083,0.0407,8,1,4
wild_creator_174,2023-12-01,21489,5263,0.0451,9,5,2
wild_creator_768,2022-06-09,31077,28350,0.02,1,18,1
wild_creator_768,2022-09-25,31077,36270,0.144,2,11,0
wild_creator_768,2023-01-15,31077,86999,0.0279,2,16,2
wild_creator_768,2023-03-03,31077,51517,0.0517,3,15,0
wild_creator_768,2023-04-20,31077,77797,0.124,7,9,1
wild_creator_768,2023-05-12,31077,70449,0.0389,2,0,0
wild_creator_768,2023-06-29,31077,45811,0.0701,0,6,4
wild_creator_768,2023-09-05,31077,17779,0.1442,2,16,3
wild_creator_768,2023-10-26,31077,83745,0.1075,8,6,3
wild_creator_768,2023-11-06,31077,19888,0.0896,3,9,4
wild_creator_768,2023-11-21,31077,61692,0.1455,7,3,0
wild_creator_768,2023-11-22,31077,56069,0.1364,6,2,0
